,TRIP.CODE,HAUL.CODE,YEAR,Gear.Class,MESH.SIZE.RANGE,TargetAssemblage,metier5,metier6,CHECK
26361,SR121SD,3,2021,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
26531,SS121GN,1,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
26539,SS121GN,2,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
26571,SS221GN,2,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
26619,SS221GN,1,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
26702,WB321OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
26704,NN221OT,2,2021,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
26705,LS121OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
26722,LS121OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
26766,LS121OT,3,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
26846,NN221OT,1,2021,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
26888,WB321OT,3,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
26892,WB321OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
27270,BR421GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27271,PH321BT,2,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27272,NN921BT,1,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27273,BR221GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27276,BM421BT,5,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27280,BR421GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27290,BR221GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27291,BR221GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27296,BR421GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27312,BR221GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27316,BM321OT,3,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
27326,NN321BT,7,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27331,BR221GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27351,BR421GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27367,BR421GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27391,BM421BT,8,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27394,BR421GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27410,BM421BT,6,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27568,BM321OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
27585,NN321BT,8,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27610,BR221GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27657,PH321BT,8,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27659,BM421BT,7,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27680,BR221GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27786,NN321BT,6,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27811,BR121GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27813,BR121GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27870,BM421BT,4,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27894,PH221BT,6,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27932,PH321BT,3,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27966,BR121GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
27991,BM421BT,1,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
27994,PH221BT,5,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28054,PH321BT,1,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28143,NN921BT,8,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28171,BR421GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28211,NN321BT,5,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28257,BR321GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28261,BR321GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28271,BR321GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28294,BM421BT,3,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28360,BM321OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
28423,BR121GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28426,SR221GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28440,SR221GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28475,SR221GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28485,SR221GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28499,SR221GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28596,BR321GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28597,BR321GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28621,NN921BT,2,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28655,PH321BT,4,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28657,PH321BT,5,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28663,BR621GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28683,BR321GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
28777,BM421BT,2,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28845,SR521GN,1,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
28862,SR521GN,2,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
28886,NN321BT,1,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
28910,PH221BT,7,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29023,BR321GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29032,BR621GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29058,BR621GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29090,BR121GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29121,NN921BT,5,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29141,NN921BT,6,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29237,SR721GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
292461,SR721GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29277,SR721GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29349,SR621GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29353,SR621GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29368,SR621GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29428,NN921BT,4,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29485,PH321BT,6,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29506,PH321BT,7,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29602,LT221GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29688,PH221BT,8,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29752,NN321BT,4,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29788,LT121GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29817,BR621GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
29879,PH221BT,4,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
29921,SR421GN,7,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
29938,NW1221OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
29982,SR521GN,3,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
29993,SR521GN,4,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30020,SR521GN,6,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30052,NN321BT,2,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
30083,NN321BT,3,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
30114,SR321GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30157,SR621GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30161,SR621GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30178,SR621GN,8,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30206,SR621GN,9,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30235,SR721GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30268,SR721GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30287,SR721GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30301,SR721GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30353,BR121GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30397,SR521GN,7,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30473,SR321GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30494,BR121GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30550,LT121GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30590,LT221GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30695,SW221GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30699,SW221GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30734,SR521GN,5,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30836,NW1221OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
30942,SR421GN,4,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30958,SR421GN,5,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30981,SR421GN,6,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
31031,SW221GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31069,SR221GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31096,SR221GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31142,SR621GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31181,HS121GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31228,SR321GN,8,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31243,SR421GN,1,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
31288,HS121GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31302,PH221BT,1,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
31317,HS121GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31509,SR721GN,8,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31514,SR721GN,9,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31544,SR321GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31547,SR321GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31571,PH221BT,2,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
31625,SR421GN,2,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
31642,SR421GN,3,2021,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
31704,SW121GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31786,NW921OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
31794,SW121GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
31820,SR621GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
32038,NW921OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
32149,PH221BT,3,2021,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
32446,SR321GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
32494,SR321GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
32553,SR321GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
32651,TY221OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
32688,TY221OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
33001,NW1121OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
33002,NW1121OT,2,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
33267,BR521GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33269,HY121GN,1,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33271,BR521GN,5,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
332731,BR521GN,6,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33275,BR521GN,7,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33285,BR521GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33290,BR521GN,8,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33293,HY121GN,2,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33310,HY121GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33403,HY121GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33419,BR521GN,9,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33422,BR521GN,10,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33604,BR521GN,3,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33616,BR521GN,4,2021,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
33746,LE321OT,1,2021,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
14,HS120GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
291,HS120GN,7,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
72,HS120GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
107,HS120GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
136,HS120GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
193,HS120GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
2441,HS120GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
301,NW120GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
305,NW120GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354,SR420GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
361,SR420GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
374,SR420GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
401,SR420GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
410,SR420GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
426,SR420GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
442,EE120MT,1,2020,OTM,32-69,SPF,OTM_SPF,OTM_SPF_32-69,1
459,BM120SD,1,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
471,BM120SD,3,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
483,BM120SD,4,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
498,BM120SD,5,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
535,BM120SD,2,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
576,BM120SD,7,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
578,BM120SD,8,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
619,BM120SD,6,2020,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
686,BH120NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
810,BH120NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
969,HD220GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
1158,NN220BT,5,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
1159,NN220BT,1,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
1332,PH120OT,3,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
1347,PH120OT,5,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
1467,PH120OT,4,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
1574,NN220BT,2,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
1711,PH120OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
1757,PH120OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
2146,NN220BT,9,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
2227,NN220BT,7,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3031,NN120BT,3,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3033,NN120BT,2,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3065,NN120BT,13,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3089,NN120BT,7,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3389,NN120BT,16,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3397,NN120BT,17,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3753,NN120BT,24,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
3829,NN120BT,25,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
4039,NN120BT,26,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
4465,NN120BT,32,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
4474,NN120BT,34,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
4846,NN120BT,40,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
5014,NN120BT,41,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
5241,NN120BT,43,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
5547,NN120BT,4,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
5749,NN120BT,35,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
5939,NN120BT,5,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
6612,NY320GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6614,NY320GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6616,NY320GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6624,NY320GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6636,NY320GN,5,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6651,NY320GN,6,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6700,NY320GN,7,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
6809,KN120BS,5,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6810,KN120BS,3,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6815,KN220BS,6,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6820,KN220BS,2,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6827,KN120BS,2,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6872,KN320BS,1,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6882,KN120BS,1,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6956,KN220BS,10,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
6993,KN220BS,1,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7114,KN220BS,4,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7127,KN320BS,5,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7194,KN320BS,4,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7277,KN320BS,3,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7315,KN220BS,3,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7397,KN320BS,6,2020,TBB,16-31,CRU,TBB_CRU,TBB_CRU_16-31,1
7510,BM120BT,27,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
7514,BM120BT,21,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
7616,BM120BT,28,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
7675,BM120BT,19,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
7678,BM120BT,20,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
7877,BM120BT,24,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
7949,BM120BT,25,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8089,BM120BT,26,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8291,BM120BT,2,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8410,BM120BT,3,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8535,BM120BT,4,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8667,BM120BT,5,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8777,BM120BT,9,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
8908,BM120BT,10,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9028,BM120BT,11,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9141,BM120BT,12,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9265,BM120BT,13,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9498,BM120BT,60,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9559,BM120BT,61,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9656,BM120BT,62,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9764,BM120BT,22,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
9904,BM120BT,23,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
10064,BM120BT,64,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
10096,BM120BT,65,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
10225,BM120OT,1,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
10451,BM120OT,2,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
10678,BM120BT,35,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
10819,BM120BT,36,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
10952,BM120BT,37,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11103,BM120BT,38,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
112361,BM120BT,39,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11346,BM120BT,40,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11466,BM120BT,41,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11602,BM120BT,42,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11724,BM120BT,43,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11838,BM120BT,48,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
11945,BM120BT,49,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
12062,BM120BT,50,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
12175,BM120BT,51,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
12276,BM120BT,53,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
12416,BM120BT,54,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
125601,BM120BT,55,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
12798,BM120OT,3,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
13016,BM120OT,4,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
13074,BM120BT,63,2020,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
13344,BM120OT,5,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
