,TRIP.CODE,HAUL.CODE,YEAR,Gear.Class,MESH.SIZE.RANGE,TargetAssemblage,metier5,metier6,CHECK
284372,NN219BT,42,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
284924,NN219BT,35,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
286755,NN219BT,6,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
286897,NN219BT,45,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
288036,NN219BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
288148,NN219BT,12,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
289135,NN219BT,11,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
289380,NN219BT,13,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
289420,NN219BT,14,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
289768,NN219BT,20,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
290598,NN219BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
291427,NN219BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
291599,NN219BT,21,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
292076,NN219BT,26,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
292150,NN219BT,27,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
293051,NN219BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
293502,NN219BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
299450,HD419GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299454,HD319GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299455,CH119GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299457,HD519GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299458,HD419GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299461,HD119GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299463,HD119GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299486,CH119GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299506,CH119GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299533,HD319GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
299566,HD419GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
300273,EX119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
300276,EX119OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
300280,EX119OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
307207,PZ119BT,25,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307208,PZ119BT,15,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307225,PZ119BT,14,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307232,PZ119BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307244,PZ119BT,9,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307270,PZ119BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307321,PZ119BT,13,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307468,PZ119BT,28,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307490,PZ119BT,8,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307655,PZ119BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307735,PZ119BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307804,PZ119BT,23,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
307976,PZ119BT,20,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
308168,PZ119BT,4,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
308341,PZ119BT,3,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
308569,PZ119BT,2,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
309303,NN719GN,5,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
309304,NN719GN,6,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
309306,NN719GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
309308,NN719GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
309368,NN719GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
309508,NN719GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
310085,CH319GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
310086,CH319GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
310095,CH319GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
310906,BH719NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
310911,BH1219NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
310930,BH119NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
310969,BH1219NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311093,BH119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311408,AE119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311424,BH719NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311489,NS719NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311566,BH919NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311580,BH919NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311692,BH919NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311704,NS719NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311806,AE219NT,3,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
311881,AE119NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
311929,BH1019NT,1,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
311934,BH1019NT,2,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
312011,NS119NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
312089,BH819NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
312174,BH819NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
312683,BH1319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
313150,BH1019NT,3,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
313162,SH119OT,1,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
313390,BH419NT,5,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
313547,NS119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
313749,BH1319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
314436,BH819NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
314608,BH419NT,1,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
314634,BH1019NT,4,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
314746,AE219NT,1,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
314869,BH1119NT,2,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
315136,NS819NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
315210,AE219NT,4,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
315482,AE219NT,2,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
315937,BH1119NT,1,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
316162,NS1019NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
317327,BH1019NT,5,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
317497,NS919NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
317557,MT119NT,6,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
317684,SH119OT,5,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
318101,NS819NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
318184,BH519NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
318186,BH519NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
318713,NS1119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
318753,NS1119NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
318757,MT119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
319241,NS519NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
319720,MT119NT,5,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
320163,NS1319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
320243,NS1319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
320340,NS519NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
320550,SH119OT,3,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
321427,SH119OT,7,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
321993,BH1419NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
322016,BH1419NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
323024,AE319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
323668,SH119OT,2,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
323813,BH1019NT,6,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
323966,MT319NT,6,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
323976,MT419NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
324124,MT419NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
324586,MT419NT,5,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
325098,SH119OT,8,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
325637,NS619NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
326436,HL219NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
326467,HL219NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
326633,NS1219NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
327215,SH119OT,4,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
327866,SH119OT,6,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
328300,NS1019NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
328384,MT519NT,4,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
328827,MT119NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
329913,MT319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
330211,NS1419NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
330345,NS1419NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
330447,BH219NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
330499,BH219NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
331146,NS219NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
331209,NS219NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
331469,MT219NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
332156,BH619NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
332631,MT119NT,4,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
332809,AE319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
333072,MT319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
333593,NS419NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
334086,MT419NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
334230,MT419NT,4,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
334456,MT519NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
334584,MT519NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
334753,MT519NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
335029,MT519NT,5,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
335388,MT519NT,7,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
335536,MT119NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
335725,NS619NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
337140,AE419NT,1,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
337171,AE419NT,2,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
337366,HL319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
337401,HL319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
338471,MT519NT,6,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
338921,BH619NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
339753,MT119NT,7,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
341152,BH319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
341154,BH319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
342022,NS319NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
342648,BH419NT,4,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
342837,HL119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
343173,NS419NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
345023,MT219NT,4,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
345043,MT219NT,5,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
346116,MT319NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
346371,AE719NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
347128,MT219NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
347405,AE419NT,3,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
348124,BH319NT,3,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
348243,MT219NT,7,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
349126,BH419NT,3,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
349169,MT219NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
349347,MT319NT,5,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
349818,MT319NT,4,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
351356,NS319NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
351441,MT219NT,6,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
352789,BH419NT,2,2019,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
354422,EX319HL,2,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
354423,PT119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
354436,EX319HL,3,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
354440,HS319GN,1,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354460,BR519GN,2,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354468,PT119OT,4,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
354473,PT119OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
354478,EX319HL,1,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
354487,HS319GN,2,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354496,BR519GN,1,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354544,BR519GN,3,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354545,PT119OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
354554,HS219GN,3,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354584,HS219GN,2,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
354945,HS219GN,1,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
355853,BM419BT,26,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
355855,BM319BT,12,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355860,BM319BT,51,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355886,BM319BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355891,BM319BT,32,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355893,BM419BT,31,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
355900,BM419BT,44,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
355904,BM419BT,7,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
355914,BM319BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355915,BM319BT,36,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355917,BM319BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355927,BM419BT,30,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
355933,BM319BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
355942,BM419BT,41,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
355979,BM419BT,23,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356012,BM319BT,52,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356031,BM319BT,55,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356161,BM319BT,37,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356184,BM319BT,10,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356294,BM419BT,9,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356326,BM419BT,24,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356332,BM419BT,33,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356350,BM319BT,54,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356355,BM319BT,27,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356454,BM319BT,8,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356542,BM319BT,61,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356562,BM319BT,62,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356580,BM319BT,38,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356640,BM419BT,34,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356775,BM419BT,36,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356786,BM419BT,40,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356815,BM319BT,20,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
356918,BM419BT,6,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356958,BM419BT,14,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
356960,BM419BT,15,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
357004,BM319BT,26,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357046,BM319BT,21,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357181,BM419BT,16,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
357369,BM319BT,22,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357470,BM319BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357516,BM419BT,17,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
357546,BM319BT,43,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357666,BM319BT,25,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357784,BM419BT,39,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
357787,BM319BT,63,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
357811,BM319BT,50,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
358015,BM419BT,10,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
358278,BM319BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
358523,BM419BT,35,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
358557,BM319BT,1,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
358611,BM419BT,25,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
358719,BM319BT,44,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
358749,HS119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
359324,BM319BT,39,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
359366,BM319BT,64,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
359631,BM319BT,66,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
359921,BM319BT,45,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
359999,BM419BT,18,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
360170,BM419BT,5,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
360360,BM319BT,9,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
360453,BM319BT,6,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
360458,HS119OT,4,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
360686,HS119OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
361065,BM319BT,65,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
364032,NY219GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364051,NN119GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364202,NY219GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364205,NN119GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364286,EX119HL,2,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
364330,NN119GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364409,EX119HL,1,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
364413,NN119GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364482,NY119GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364484,NY219GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364489,NY119GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364509,NY119GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364549,NY119GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364570,NN119GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364717,NY119GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364718,NN119GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364806,NY119GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364867,EX119HL,3,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
364876,EX119HL,4,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
364891,NY219GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
364913,NN119GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
365002,EX119HL,5,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365213,NY119GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
365225,NN119HL,12,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365259,NN119HL,1,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365356,NN119HL,4,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365399,NN119HL,2,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365452,NN119HL,8,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365564,NN119HL,5,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365637,NN119HL,6,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365663,NN119HL,11,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365720,NN119HL,10,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
365727,LE219GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
